Postcode,Plaatsnaam,Deelgemeente,Hoofdgemeente,Provincie
4317,Borlez,Ja,FAIMES,LUIK
4317,Celles,Ja,FAIMES,LUIK
4317,Faimes,Neen,FAIMES,LUIK
4317,Les Waleffes,Ja,FAIMES,LUIK
4317,Viemme,Ja,FAIMES,LUIK
4340,Awans,Neen,AWANS,LUIK
4340,Fooz,Ja,AWANS,LUIK
4340,Othée,Ja,AWANS,LUIK
4340,Villers-l'Evêque,Ja,AWANS,LUIK
4342,Hognoul,Ja,AWANS,LUIK
4347,Fexhe-le-Haut-Clocher,Neen,FEXHE-LE-HAUT-CLOCHER,LUIK
4347,Freloux,Ja,FEXHE-LE-HAUT-CLOCHER,LUIK
4347,Noville,Ja,FEXHE-LE-HAUT-CLOCHER,LUIK
4347,Roloux,Ja,FEXHE-LE-HAUT-CLOCHER,LUIK
4347,Voroux-Goreux,Ja,FEXHE-LE-HAUT-CLOCHER,LUIK
4350,Lamine,Ja,REMICOURT,LUIK
4350,Momalle,Ja,REMICOURT,LUIK
4350,Pousset,Ja,REMICOURT,LUIK
4350,Remicourt,Neen,REMICOURT,LUIK
4351,Hodeige,Ja,REMICOURT,LUIK
4357,Donceel,Neen,DONCEEL,LUIK
4357,Haneffe,Ja,DONCEEL,LUIK
4357,Jeneffe,Ja,DONCEEL,LUIK
4357,Limont,Ja,DONCEEL,LUIK
4360,Bergilers,Ja,OREYE,LUIK
4360,Grandville,Ja,OREYE,LUIK
4360,Lens-sur-Geer,Ja,OREYE,LUIK
4360,Oreye,Neen,OREYE,LUIK
4360,Otrange,Ja,OREYE,LUIK
4367,Crisnée,Neen,CRISNÉE,LUIK
4367,Fize-Le-Marsal,Ja,CRISNÉE,LUIK
4367,Kemexhe,Ja,CRISNÉE,LUIK
4367,Odeur,Ja,CRISNÉE,LUIK
4367,Thys,Ja,CRISNÉE,LUIK
4400,Awirs,Ja,FLÉMALLE,LUIK
4400,Chokier,Ja,FLÉMALLE,LUIK
4400,Flémalle-Grande,Ja,FLÉMALLE,LUIK
4400,Flémalle-Haute,Ja,FLÉMALLE,LUIK
4400,Gleixhe,Ja,FLÉMALLE,LUIK
4400,Ivoz-Ramet,Ja,FLÉMALLE,LUIK
4400,Mons-lez-Liège,Ja,FLÉMALLE,LUIK
4420,Montegnée,Ja,SAINT-NICOLAS,LUIK
4420,Saint-Nicolas,Neen,SAINT-NICOLAS,LUIK
4420,Tilleur,Ja,SAINT-NICOLAS,LUIK
4430,Ans,Neen,ANS,LUIK
4431,Loncin,Ja,ANS,LUIK
4432,Alleur,Ja,ANS,LUIK
4432,Xhendremael,Ja,ANS,LUIK
4450,Juprelle,Neen,JUPRELLE,LUIK
4450,Lantin,Ja,JUPRELLE,LUIK
4450,Slins,Ja,JUPRELLE,LUIK
4451,Voroux-lez-Liers,Ja,JUPRELLE,LUIK
4452,Paifve,Ja,JUPRELLE,LUIK
4452,Wihogne,Ja,JUPRELLE,LUIK
4453,Villers-Saint-Siméon,Ja,JUPRELLE,LUIK
4458,Fexhe-Slins,Ja,JUPRELLE,LUIK
4460,Bierset,Ja,GRÂCE-HOLLOGNE,LUIK
4460,Grâce-Berleur,Ja,GRÂCE-HOLLOGNE,LUIK
4460,Grâce-Hollogne,Neen,GRÂCE-HOLLOGNE,LUIK
4460,Hollogne-aux-Pierres,Ja,GRÂCE-HOLLOGNE,LUIK
4460,Horion-Hozémont,Ja,GRÂCE-HOLLOGNE,LUIK
4460,Velroux,Ja,GRÂCE-HOLLOGNE,LUIK
4470,Saint-Georges-sur-Meuse,Neen,SAINT-GEORGES-SUR-MEUSE,LUIK
4480,Clermont-sous-Huy,Ja,ENGIS,LUIK
4480,Ehein,Ja,ENGIS,LUIK
4480,Engis,Neen,ENGIS,LUIK
4480,Hermalle-sous-Huy,Ja,ENGIS,LUIK
4500,Ben-Ahin,Ja,HUY,LUIK
4500,Huy,Neen,HUY,LUIK
4500,Tihange,Ja,HUY,LUIK
4520,Antheit,Ja,WANZE,LUIK
4520,Bas-Oha,Ja,WANZE,LUIK
4520,Huccorgne,Ja,WANZE,LUIK
4520,Moha,Ja,WANZE,LUIK
4520,Vinalmont,Ja,WANZE,LUIK
4520,Wanze,Neen,WANZE,LUIK
4530,Fize-Fontaine,Ja,VILLERS-LE-BOUILLET,LUIK
4530,Vaux-et-Borset,Ja,VILLERS-LE-BOUILLET,LUIK
4530,Vieux-Waleffe,Ja,VILLERS-LE-BOUILLET,LUIK
4530,Villers-le-Bouillet,Neen,VILLERS-LE-BOUILLET,LUIK
4530,Warnant-Dreye,Ja,VILLERS-LE-BOUILLET,LUIK
4537,Bodegnée,Ja,VERLAINE,LUIK
4537,Chapon-Seraing,Ja,VERLAINE,LUIK
4537,Seraing-le-Château,Ja,VERLAINE,LUIK
4537,Verlaine,Neen,VERLAINE,LUIK
4540,Amay,Neen,AMAY,LUIK
4540,Ampsin,Ja,AMAY,LUIK
4540,Flône,Ja,AMAY,LUIK
4540,Jehay,Ja,AMAY,LUIK
4540,Ombret,Ja,AMAY,LUIK
4550,Nandrin,Neen,NANDRIN,LUIK
4550,Saint-Séverin,Ja,NANDRIN,LUIK
4550,Villers-le-Temple,Ja,NANDRIN,LUIK
4550,Yernée-Fraineux,Ja,NANDRIN,LUIK
4557,Abée,Ja,TINLOT,LUIK
4557,Fraiture,Ja,TINLOT,LUIK
4557,Ramelot,Ja,TINLOT,LUIK
4557,Seny,Ja,TINLOT,LUIK
4557,Soheit-Tinlot,Ja,TINLOT,LUIK
4557,Tinlot,Neen,TINLOT,LUIK
4560,Bois-et-Borsu,Ja,CLAVIER,LUIK
4560,Clavier,Neen,CLAVIER,LUIK
4560,Les Avins,Ja,CLAVIER,LUIK
4560,Ocquier,Ja,CLAVIER,LUIK
4560,Pailhe,Ja,CLAVIER,LUIK
4560,Terwagne,Ja,CLAVIER,LUIK
4570,Marchin,Neen,MARCHIN,LUIK
4570,Vyle-et-Tharoul,Ja,MARCHIN,LUIK
4577,Modave,Neen,MODAVE,LUIK
4577,Outrelouxhe,Ja,MODAVE,LUIK
4577,Strée-lez-Huy,Ja,MODAVE,LUIK
4577,Vierset-Barse,Ja,MODAVE,LUIK
4590,Ellemelle,Ja,OUFFET,LUIK
4590,Ouffet,Neen,OUFFET,LUIK
4590,Warzée,Ja,OUFFET,LUIK
4600,Lanaye,Ja,VISÉ,LUIK
4600,Lixhe,Ja,VISÉ,LUIK
4600,Richelle,Ja,VISÉ,LUIK
4600,Visé,Neen,VISÉ,LUIK
4601,Argenteau,Ja,VISÉ,LUIK
4602,Cheratte,Ja,VISÉ,LUIK
4606,Saint-André,Ja,DALHEM,LUIK
4607,Berneau,Ja,DALHEM,LUIK
4607,Bombaye,Ja,DALHEM,LUIK
4607,Dalhem,Neen,DALHEM,LUIK
4607,Feneur,Ja,DALHEM,LUIK
4607,Mortroux,Ja,DALHEM,LUIK
4608,Neufchâteau,Ja,DALHEM,LUIK
4608,Warsage,Ja,DALHEM,LUIK
4610,Bellaire,Ja,BEYNE-HEUSAY,LUIK
4610,Beyne-Heusay,Neen,BEYNE-HEUSAY,LUIK
4610,Queue-du-Bois,Ja,BEYNE-HEUSAY,LUIK
4620,Fléron,Neen,FLÉRON,LUIK
4621,Retinne,Ja,FLÉRON,LUIK
4623,Magnée,Ja,FLÉRON,LUIK
4624,Romsée,Ja,FLÉRON,LUIK
4630,Ayeneux,Ja,SOUMAGNE,LUIK
4630,Micheroux,Ja,SOUMAGNE,LUIK
4630,Soumagne,Neen,SOUMAGNE,LUIK
4630,Tignée,Ja,SOUMAGNE,LUIK
4631,Evegnée,Ja,SOUMAGNE,LUIK
4632,Cérexhe-Heuseux,Ja,SOUMAGNE,LUIK
4633,Melen,Ja,SOUMAGNE,LUIK
4650,Chaineux,Ja,HERVE,LUIK
4650,Grand-Rechain,Ja,HERVE,LUIK
4650,Herve,Neen,HERVE,LUIK
4650,Julémont,Ja,HERVE,LUIK
4651,Battice,Ja,HERVE,LUIK
4652,Xhendelesse,Ja,HERVE,LUIK
4653,Bolland,Ja,HERVE,LUIK
4654,Charneux,Ja,HERVE,LUIK
4670,Blégny,Neen,BLÉGNY,LUIK
4670,Mortier,Ja,BLÉGNY,LUIK
4670,Trembleur,Ja,BLÉGNY,LUIK
4671,Barchon,Ja,BLÉGNY,LUIK
4671,Housse,Ja,BLÉGNY,LUIK
4671,Saive,Ja,BLÉGNY,LUIK
4672,Saint-Remy,Ja,BLÉGNY,LUIK
4680,Hermée,Ja,OUPEYE,LUIK
4680,Oupeye,Neen,OUPEYE,LUIK
4681,Hermalle-sous-Argenteau,Ja,OUPEYE,LUIK
4682,Heure-le-Romain,Ja,OUPEYE,LUIK
4682,Houtain-Saint-Siméon,Ja,OUPEYE,LUIK
4683,Vivegnis,Ja,OUPEYE,LUIK
4684,Haccourt,Ja,OUPEYE,LUIK
4690,Bassenge,Neen,BASSENGE,LUIK
4690,Boirs,Ja,BASSENGE,LUIK
4690,Eben-Emael,Ja,BASSENGE,LUIK
4690,Glons,Ja,BASSENGE,LUIK
4690,Roclenge-sur-Geer,Ja,BASSENGE,LUIK
4690,Wonck,Ja,BASSENGE,LUIK
4700,Eupen,Neen,EUPEN,LUIK
4701,Kettenis,Ja,EUPEN,LUIK
4710,Lontzen,Neen,LONTZEN,LUIK
4711,Walhorn,Ja,LONTZEN,LUIK
4720,Kelmis,Neen,KELMIS,LUIK
4721,Neu-Moresnet,Ja,KELMIS,LUIK
4728,Hergenrath,Ja,KELMIS,LUIK
4730,Hauset,Ja,RAEREN,LUIK
4730,Raeren,Neen,RAEREN,LUIK
4731,Eynatten,Ja,RAEREN,LUIK
4750,Butgenbach,Neen,BUTGENBACH,LUIK
4750,Elsenborn,Ja,BUTGENBACH,LUIK
4760,Büllingen,Neen,BÜLLINGEN,LUIK
4760,Manderfeld,Ja,BÜLLINGEN,LUIK
4761,Rocherath,Ja,BÜLLINGEN,LUIK
4770,Amel,Neen,AMEL,LUIK
4770,Meyerode,Ja,AMEL,LUIK
4771,Heppenbach,Ja,AMEL,LUIK
4780,Recht,Ja,SANKT-VITH,LUIK
4780,Sankt-Vith,Neen,SANKT-VITH,LUIK
4782,Schönberg,Ja,SANKT-VITH,LUIK
4783,Lommersweiler,Ja,SANKT-VITH,LUIK
4784,Crombach,Ja,SANKT-VITH,LUIK
4790,Reuland,Ja,BURG-REULAND,LUIK
4791,Thommen,Ja,BURG-REULAND,LUIK
4800,Ensival,Ja,VERVIERS,LUIK
4800,Lambermont,Ja,VERVIERS,LUIK
4800,Petit-Rechain,Ja,VERVIERS,LUIK
4800,Polleur,Ja,VERVIERS,LUIK
4800,Verviers,Neen,VERVIERS,LUIK
4801,Stembert,Ja,VERVIERS,LUIK
4802,Heusy,Ja,VERVIERS,LUIK
4820,Dison,Neen,DISON,LUIK
4821,Andrimont,Ja,DISON,LUIK
4830,Limbourg,Neen,LIMBOURG,LUIK
4831,Bilstain,Ja,LIMBOURG,LUIK
4834,Goé,Ja,LIMBOURG,LUIK
4837,Baelen,Neen,BAELEN,LUIK
4837,Membach,Ja,BAELEN,LUIK
4840,Welkenraedt,Neen,WELKENRAEDT,LUIK
4841,Henri-Chapelle,Ja,WELKENRAEDT,LUIK
4845,Jalhay,Neen,JALHAY,LUIK
4845,Sart-lez-Spa,Ja,JALHAY,LUIK
4850,Montzen,Ja,PLOMBIÈRES,LUIK
4850,Moresnet,Ja,PLOMBIÈRES,LUIK
4851,Gemmenich,Ja,PLOMBIÈRES,LUIK
4851,Sippenaeken,Ja,PLOMBIÈRES,LUIK
4852,Hombourg,Ja,PLOMBIÈRES,LUIK
4860,Cornesse,Ja,PEPINSTER,LUIK
4860,Pepinster,Neen,PEPINSTER,LUIK
4860,Wegnez,Ja,PEPINSTER,LUIK
4861,Soiron,Ja,PEPINSTER,LUIK
4870,Forêt,Ja,TROOZ,LUIK
4870,Fraipont,Ja,TROOZ,LUIK
4870,Nessonvaux,Ja,TROOZ,LUIK
4877,Olne,Neen,OLNE,LUIK
4880,Aubel,Neen,AUBEL,LUIK
4890,Clermont,Ja,THIMISTER-CLERMONT,LUIK
4890,Thimister,Ja,THIMISTER-CLERMONT,LUIK
4900,Spa,Neen,SPA,LUIK
4910,La Reid,Ja,THEUX,LUIK
4910,Polleur,Ja,THEUX,LUIK
4910,Theux,Neen,THEUX,LUIK
4920,Aywaille,Neen,AYWAILLE,LUIK
4920,Ernonheid,Ja,AYWAILLE,LUIK
4920,Harzé,Ja,AYWAILLE,LUIK
4920,Louveigné,Ja,AYWAILLE,LUIK
4920,Sougné-Remouchamps,Ja,AYWAILLE,LUIK
4950,Faymonville,Ja,WEISMES,LUIK
4950,Robertville,Ja,WEISMES,LUIK
4950,Sourbrodt,Ja,WEISMES,LUIK
4950,Weismes,Neen,WEISMES,LUIK
4960,Bellevaux-Ligneuville,Ja,MALMEDY,LUIK
4960,Bevercé,Ja,MALMEDY,LUIK
4960,Malmedy,Neen,MALMEDY,LUIK
4970,Francorchamps,Ja,STAVELOT,LUIK
4970,Stavelot,Neen,STAVELOT,LUIK
4980,Fosse,Ja,TROIS-PONTS,LUIK
4980,Trois-Ponts,Neen,TROIS-PONTS,LUIK
4980,Wanne,Ja,TROIS-PONTS,LUIK
4983,Basse-Bodeux,Ja,TROIS-PONTS,LUIK
4987,Chevron,Ja,STOUMONT,LUIK
4987,La Gleize,Ja,STOUMONT,LUIK
4987,Lorcé,Ja,STOUMONT,LUIK
4987,Rahier,Ja,STOUMONT,LUIK
4987,Stoumont,Neen,STOUMONT,LUIK
4990,Arbrefontaine,Ja,LIERNEUX,LUIK
4990,Bra,Ja,LIERNEUX,LUIK
4990,Lierneux,Neen,LIERNEUX,LUIK
5000,Beez,Ja,NAMUR,NAMEN
5000,Namur,Neen,NAMUR,NAMEN
5001,Belgrade,Ja,NAMUR,NAMEN
5002,Saint-Servais,Ja,NAMUR,NAMEN
5003,Saint-Marc,Ja,NAMUR,NAMEN
5004,Bouge,Ja,NAMUR,NAMEN
5010,SA SudPresse,,SA SudPresse,
5012,Parlement Wallon,,Parlement Wallon,
5020,Champion,Ja,NAMUR,NAMEN
5020,Daussoulx,Ja,NAMUR,NAMEN
5020,Flawinne,Ja,NAMUR,NAMEN
5020,Malonne,Ja,NAMUR,NAMEN
5020,Suarlée,Ja,NAMUR,NAMEN
5020,Temploux,Ja,NAMUR,NAMEN
5020,Vedrin,Ja,NAMUR,NAMEN
5021,Boninne,Ja,NAMUR,NAMEN
5022,Cognelée,Ja,NAMUR,NAMEN
5024,Gelbressée,Ja,NAMUR,NAMEN
5024,Marche-les-Dames,Ja,NAMUR,NAMEN
5030,Beuzet,Ja,GEMBLOUX,NAMEN
5030,Ernage,Ja,GEMBLOUX,NAMEN
5030,Gembloux,Neen,GEMBLOUX,NAMEN
5030,Grand-Manil,Ja,GEMBLOUX,NAMEN
5030,Lonzée,Ja,GEMBLOUX,NAMEN
5030,Sauvenière,Ja,GEMBLOUX,NAMEN
5031,Grand-Leez,Ja,GEMBLOUX,NAMEN
5032,Bossière,Ja,GEMBLOUX,NAMEN
5032,Bothey,Ja,GEMBLOUX,NAMEN
5032,Corroy-le-Château,Ja,GEMBLOUX,NAMEN
5032,Isnes,Ja,GEMBLOUX,NAMEN
5032,Mazy,Ja,GEMBLOUX,NAMEN
5060,Arsimont,Ja,SAMBREVILLE,NAMEN
5060,Auvelais,Ja,SAMBREVILLE,NAMEN
5060,Falisolle,Ja,SAMBREVILLE,NAMEN
5060,Keumiée,Ja,SAMBREVILLE,NAMEN
5060,Moignelée,Ja,SAMBREVILLE,NAMEN
5060,Tamines,Ja,SAMBREVILLE,NAMEN
5060,Velaine-sur-Sambre,Ja,SAMBREVILLE,NAMEN
5070,Aisemont,Ja,FOSSES-LA-VILLE,NAMEN
5070,Fosses-la-Ville,Neen,FOSSES-LA-VILLE,NAMEN
5070,Le Roux,Ja,FOSSES-LA-VILLE,NAMEN
5070,Sart-Eustache,Ja,FOSSES-LA-VILLE,NAMEN
5070,Sart-Saint-Laurent,Ja,FOSSES-LA-VILLE,NAMEN
5070,Vitrival,Ja,FOSSES-LA-VILLE,NAMEN
5080,Emines,Ja,LA BRUYÈRE,NAMEN
5080,Rhisnes,Ja,LA BRUYÈRE,NAMEN
5080,Villers-lez-Heest,Ja,LA BRUYÈRE,NAMEN
5080,Warisoulx,Ja,LA BRUYÈRE,NAMEN
5081,Bovesse,Ja,LA BRUYÈRE,NAMEN
5081,Meux,Ja,LA BRUYÈRE,NAMEN
5081,Saint-Denis-Bovesse,Ja,LA BRUYÈRE,NAMEN
5100,Dave,Ja,NAMUR,NAMEN
5100,Jambes,Ja,NAMUR,NAMEN
5100,Naninne,Ja,NAMUR,NAMEN
5100,Wépion,Ja,NAMUR,NAMEN
5100,Wierde,Ja,NAMUR,NAMEN
5101,Erpent,Ja,NAMUR,NAMEN
5101,Lives-sur-Meuse,Ja,NAMUR,NAMEN
5101,Loyers,Ja,NAMUR,NAMEN
5140,Boignée,Ja,SOMBREFFE,NAMEN
5140,Ligny,Ja,SOMBREFFE,NAMEN
5140,Sombreffe,Neen,SOMBREFFE,NAMEN
5140,Tongrinne,Ja,SOMBREFFE,NAMEN
5150,Floreffe,Neen,FLOREFFE,NAMEN
5150,Floriffoux,Ja,FLOREFFE,NAMEN
5150,Franière,Ja,FLOREFFE,NAMEN
5150,Soye,Ja,FLOREFFE,NAMEN
5170,Arbre,Ja,PROFONDEVILLE,NAMEN
5170,Bois-de-Villers,Ja,PROFONDEVILLE,NAMEN
5170,Lesve,Ja,PROFONDEVILLE,NAMEN
5170,Lustin,Ja,PROFONDEVILLE,NAMEN
5170,Profondeville,Neen,PROFONDEVILLE,NAMEN
5170,Rivière,Ja,PROFONDEVILLE,NAMEN
5190,Balâtre,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
5190,Ham-sur-Sambre,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
5190,Jemeppe-sur-Sambre,Neen,JEMEPPE-SUR-SAMBRE,NAMEN
5190,Mornimont,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
5190,Moustier-sur-Sambre,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
5190,Onoz,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
5190,Saint-Martin,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
5190,Spy,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
5300,Andenne,Neen,ANDENNE,NAMEN
5300,Bonneville,Ja,ANDENNE,NAMEN
5300,Coutisse,Ja,ANDENNE,NAMEN
5300,Landenne,Ja,ANDENNE,NAMEN
5300,Maizeret,Ja,ANDENNE,NAMEN
5300,Namêche,Ja,ANDENNE,NAMEN
5300,Sclayn,Ja,ANDENNE,NAMEN
5300,Seilles,Ja,ANDENNE,NAMEN
5300,Thon,Ja,ANDENNE,NAMEN
5300,Vezin,Ja,ANDENNE,NAMEN
5310,Aische-en-Refail,Ja,EGHEZÉE,NAMEN
5310,Bolinne,Ja,EGHEZÉE,NAMEN
5310,Boneffe,Ja,EGHEZÉE,NAMEN
5310,Branchon,Ja,EGHEZÉE,NAMEN
5310,Dhuy,Ja,EGHEZÉE,NAMEN
5310,Eghezée,Neen,EGHEZÉE,NAMEN
5310,Hanret,Ja,EGHEZÉE,NAMEN
5310,Leuze,Ja,EGHEZÉE,NAMEN
5310,Liernu,Ja,EGHEZÉE,NAMEN
5310,Longchamps,Ja,EGHEZÉE,NAMEN
5310,Mehaigne,Ja,EGHEZÉE,NAMEN
5310,Noville-sur-Mehaigne,Ja,EGHEZÉE,NAMEN
5310,Saint-Germain,Ja,EGHEZÉE,NAMEN
5310,Taviers,Ja,EGHEZÉE,NAMEN
5310,Upigny,Ja,EGHEZÉE,NAMEN
5310,Waret-la-Chaussée,Ja,EGHEZÉE,NAMEN
5330,Assesse,Neen,ASSESSE,NAMEN
5330,Maillen,Ja,ASSESSE,NAMEN
5330,Sart-Bernard,Ja,ASSESSE,NAMEN
5332,Crupet,Ja,ASSESSE,NAMEN
5333,Sorinne-la-Longue,Ja,ASSESSE,NAMEN
5334,Florée,Ja,ASSESSE,NAMEN
5336,Courrière,Ja,ASSESSE,NAMEN
5340,Faulx-les-Tombes,Ja,GESVES,NAMEN
5340,Gesves,Neen,GESVES,NAMEN
5340,Haltinne,Ja,GESVES,NAMEN
5340,Mozet,Ja,GESVES,NAMEN
5340,Sorée,Ja,GESVES,NAMEN
5350,Evelette,Ja,OHEY,NAMEN
5350,Ohey,Neen,OHEY,NAMEN
5351,Haillot,Ja,OHEY,NAMEN
5352,Perwez-Haillot,Ja,OHEY,NAMEN
5353,Goesnes,Ja,OHEY,NAMEN
5354,Jallet,Ja,OHEY,NAMEN
5360,Hamois,Neen,HAMOIS,NAMEN
5360,Natoye,Ja,HAMOIS,NAMEN
5361,Mohiville,Ja,HAMOIS,NAMEN
5361,Scy,Ja,HAMOIS,NAMEN
5362,Achet,Ja,HAMOIS,NAMEN
5363,Emptinne,Ja,HAMOIS,NAMEN
5364,Schaltin,Ja,HAMOIS,NAMEN
5370,Barvaux-Condroz,Ja,HAVELANGE,NAMEN
5370,Flostoy,Ja,HAVELANGE,NAMEN
5370,Havelange,Neen,HAVELANGE,NAMEN
5370,Jeneffe,Ja,HAVELANGE,NAMEN
5370,Porcheresse,Ja,HAVELANGE,NAMEN
5370,Verlée,Ja,HAVELANGE,NAMEN
5372,Méan,Ja,HAVELANGE,NAMEN
5374,Maffe,Ja,HAVELANGE,NAMEN
5376,Miécret,Ja,HAVELANGE,NAMEN
5377,Baillonville,Ja,SOMME-LEUZE,NAMEN
5377,Bonsin,Ja,SOMME-LEUZE,NAMEN
5377,Heure,Ja,SOMME-LEUZE,NAMEN
5377,Hogne,Ja,SOMME-LEUZE,NAMEN
5377,Nettinne,Ja,SOMME-LEUZE,NAMEN
5377,Noiseux,Ja,SOMME-LEUZE,NAMEN
5377,Sinsin,Ja,SOMME-LEUZE,NAMEN
5377,Somme-Leuze,Neen,SOMME-LEUZE,NAMEN
5377,Waillet,Ja,SOMME-LEUZE,NAMEN
5380,Bierwart,Ja,FERNELMONT,NAMEN
5380,Cortil-Wodon,Ja,FERNELMONT,NAMEN
5380,Forville,Ja,FERNELMONT,NAMEN
5380,Franc-Waret,Ja,FERNELMONT,NAMEN
5380,Hemptinne,Ja,FERNELMONT,NAMEN
5380,Hingeon,Ja,FERNELMONT,NAMEN
5380,Marchovelette,Ja,FERNELMONT,NAMEN
5380,Noville-les-Bois,Ja,FERNELMONT,NAMEN
5380,Pontillas,Ja,FERNELMONT,NAMEN
5380,Tillier,Ja,FERNELMONT,NAMEN
5500,Anseremme,Ja,DINANT,NAMEN
5500,Bouvignes-sur-Meuse,Ja,DINANT,NAMEN
5500,Dinant,Neen,DINANT,NAMEN
5500,Dréhance,Ja,DINANT,NAMEN
5500,Falmagne,Ja,DINANT,NAMEN
5500,Falmignoul,Ja,DINANT,NAMEN
5500,Furfooz,Ja,DINANT,NAMEN
5501,Lisogne,Ja,DINANT,NAMEN
5502,Thynes,Ja,DINANT,NAMEN
5503,Sorinnes,Ja,DINANT,NAMEN
5504,Foy-Notre-Dame,Ja,DINANT,NAMEN
5520,Anthée,Ja,ONHAYE,NAMEN
5520,Onhaye,Neen,ONHAYE,NAMEN
5521,Serville,Ja,ONHAYE,NAMEN
5522,Falaën,Ja,ONHAYE,NAMEN
5523,Sommière,Ja,ONHAYE,NAMEN
5523,Weillen,Ja,ONHAYE,NAMEN
5524,Gérin,Ja,ONHAYE,NAMEN
5530,Dorinne,Ja,YVOIR,NAMEN
5530,Durnal,Ja,YVOIR,NAMEN
5530,Evrehailles,Ja,YVOIR,NAMEN
5530,Godinne,Ja,YVOIR,NAMEN
5530,Houx,Ja,YVOIR,NAMEN
5530,Mont,Ja,YVOIR,NAMEN
5530,Purnode,Ja,YVOIR,NAMEN
5530,Spontin,Ja,YVOIR,NAMEN
5530,Yvoir,Neen,YVOIR,NAMEN
5537,Anhée,Neen,ANHÉE,NAMEN
5537,Annevoie-Rouillon,Ja,ANHÉE,NAMEN
5537,Bioul,Ja,ANHÉE,NAMEN
5537,Denée,Ja,ANHÉE,NAMEN
5537,Haut-le-Wastia,Ja,ANHÉE,NAMEN
5537,Sosoye,Ja,ANHÉE,NAMEN
5537,Warnant,Ja,ANHÉE,NAMEN
5540,Hastière-Lavaux,Ja,HASTIÈRE,NAMEN
5540,Hermeton-sur-Meuse,Ja,HASTIÈRE,NAMEN
5540,Waulsort,Ja,HASTIÈRE,NAMEN
5541,Hastière-par-Delà,Ja,HASTIÈRE,NAMEN
5542,Blaimont,Ja,HASTIÈRE,NAMEN
5543,Heer,Ja,HASTIÈRE,NAMEN
5544,Agimont,Ja,HASTIÈRE,NAMEN
5550,Alle,Ja,VRESSE-SUR-SEMOIS,NAMEN
5550,Bagimont,Ja,VRESSE-SUR-SEMOIS,NAMEN
5550,Bohan,Ja,VRESSE-SUR-SEMOIS,NAMEN
5550,Chairière,Ja,VRESSE-SUR-SEMOIS,NAMEN
5550,Laforêt,Ja,VRESSE-SUR-SEMOIS,NAMEN
5550,Membre,Ja,VRESSE-SUR-SEMOIS,NAMEN
5550,Mouzaive,Ja,VRESSE-SUR-SEMOIS,NAMEN
5550,Nafraiture,Ja,VRESSE-SUR-SEMOIS,NAMEN
5550,Orchimont,Ja,VRESSE-SUR-SEMOIS,NAMEN
5550,Pussemange,Ja,VRESSE-SUR-SEMOIS,NAMEN
5550,Sugny,Ja,VRESSE-SUR-SEMOIS,NAMEN
5550,Vresse-sur-Semois,Neen,VRESSE-SUR-SEMOIS,NAMEN
5555,Baillamont,Ja,BIÈVRE,NAMEN
5555,Bellefontaine,Ja,BIÈVRE,NAMEN
5555,Bièvre,Neen,BIÈVRE,NAMEN
5555,Cornimont,Ja,BIÈVRE,NAMEN
5555,Graide,Ja,BIÈVRE,NAMEN
5555,Gros-Fays,Ja,BIÈVRE,NAMEN
5555,Monceau-en-Ardenne,Ja,BIÈVRE,NAMEN
5555,Naomé,Ja,BIÈVRE,NAMEN
5555,Oizy,Ja,BIÈVRE,NAMEN
5555,Petit-Fays,Ja,BIÈVRE,NAMEN
5560,Ciergnon,Ja,HOUYET,NAMEN
5560,Finnevaux,Ja,HOUYET,NAMEN
5560,Houyet,Neen,HOUYET,NAMEN
5560,Hulsonniaux,Ja,HOUYET,NAMEN
5560,Mesnil-Eglise,Ja,HOUYET,NAMEN
5560,Mesnil-Saint-Blaise,Ja,HOUYET,NAMEN
5561,Celles,Ja,HOUYET,NAMEN
5562,Custinne,Ja,HOUYET,NAMEN
5563,Hour,Ja,HOUYET,NAMEN
5564,Wanlin,Ja,HOUYET,NAMEN
5570,Baronville,Ja,BEAURAING,NAMEN
5570,Beauraing,Neen,BEAURAING,NAMEN
5570,Dion,Ja,BEAURAING,NAMEN
5570,Felenne,Ja,BEAURAING,NAMEN
5570,Feschaux,Ja,BEAURAING,NAMEN
5570,Honnay,Ja,BEAURAING,NAMEN
5570,Javingue,Ja,BEAURAING,NAMEN
5570,Vonêche,Ja,BEAURAING,NAMEN
5570,Wancennes,Ja,BEAURAING,NAMEN
5570,Winenne,Ja,BEAURAING,NAMEN
5571,Wiesme,Ja,BEAURAING,NAMEN
5572,Focant,Ja,BEAURAING,NAMEN
5573,Martouzin-Neuville,Ja,BEAURAING,NAMEN
5574,Pondrôme,Ja,BEAURAING,NAMEN
5575,Bourseigne-Neuve,Ja,GEDINNE,NAMEN
5575,Bourseigne-Vieille,Ja,GEDINNE,NAMEN
5575,Gedinne,Neen,GEDINNE,NAMEN
5575,Houdremont,Ja,GEDINNE,NAMEN
5575,Louette-Saint-Denis,Ja,GEDINNE,NAMEN
